episode_id,timestep,agent_id,state,action
0,0,0,"0.9719245238694031,0.23284794830707978,0.3325047614305302",0
0,0,1,"0.5313250903467363,0.5698043425782713,0.29918575190673957",0
0,1,0,"0.9895975405496101,0.1988015027553296,0.5996287341511632",3
0,1,1,"0.30179485026171715,0.6448201529475183,0.9702066479974307",1
0,2,0,"0.26255781425486013,0.11427791088949202,0.9662682726214531",2
0,2,1,"0.3575860902752164,0.3206127836573366,0.3964555683108544",1
0,3,0,"0.20466815255227078,0.8322706301764493,0.950691700644918",3
0,3,1,"0.22267968522140535,0.9348351403134059,0.37775248037433784",2
0,4,0,"0.9076983622412476,0.44399634696597867,0.07954379008331836",3
0,4,1,"0.9688724896829108,0.373176431917717,0.2478028308174769",0
0,5,0,"0.8398502803399907,0.9923115163606809,0.3675017975586744",1
0,5,1,"0.6972918924987489,0.552659755378498,0.2823824275499405",0
0,6,0,"0.7732727368560921,0.6697072167813667,0.36501011136834494",2
0,6,1,"0.7497382262737277,0.0729291247820123,0.9526026612925468",2
0,7,0,"0.318726020427039,0.3496909133166325,0.33067229158573164",1
0,7,1,"0.6334186743702869,0.3895210381063132,0.4198263693783516",1
0,8,0,"0.5359167394153012,0.4457017727910836,0.6146410349694938",1
0,8,1,"0.8227764711902829,0.32634808980499463,0.06026863923905712",4
0,9,0,"0.5110132553654483,0.07600530594067711,0.2623537372857365",4
0,9,1,"0.8634975038214843,0.979683169016073,0.6056231566737308",0
0,10,0,"0.23153695290414433,0.053011183427912334,0.3101727498720075",0
0,10,1,"0.5798572505132324,0.2482276959564922,0.6446700881606908",0
0,11,0,"0.6820214097139188,0.18165738957844246,0.2854199607602951",2
0,11,1,"0.06781536932078802,0.3700085472137,0.7736847968582312",1
0,12,0,"0.15566365701890383,0.43606377045217914,0.7576721402959434",3
0,12,1,"0.8180587912425805,0.868164272058018,0.19976599032322995",1
0,13,0,"0.7051359055256115,0.5915653162883476,0.59966559274768",4
0,13,1,"0.3698814023512148,0.5145379823596058,0.7563309977475374",4
0,14,0,"0.8107812318102512,0.6953352495403071,0.5788304380758652",2
0,14,1,"0.8804166683149142,0.41220130083143136,0.9964439009477607",4
0,15,0,"0.8463226424928002,0.6870772870857481,0.7637149895223447",4
0,15,1,"0.9028705768350228,0.4221009172614978,0.09369256142798732",1
0,16,0,"0.849779188542941,0.8301574132533568,0.36043019570145984",1
0,16,1,"0.40857719090939415,0.4066349041806998,0.9592722236706188",4
0,17,0,"0.14488515798524038,0.02057594391151707,0.8532042717938811",0
0,17,1,"0.5862715226383851,0.09089757358915107,0.5683254096739143",0
0,18,0,"0.1004592556676307,0.4336593253344764,0.45181170690333017",0
0,18,1,"0.9144134475387259,0.296736211246439,0.79761488914996",2
0,19,0,"0.8573758116079805,0.48475254137831836,0.31945520887045065",2
0,19,1,"0.6080839073971613,0.4425437993744863,0.7077523061215892",4
0,20,0,"0.7193226559779912,0.9687170097319205,0.3838378894269121",4
0,20,1,"0.26950118169989545,0.4801112325196637,0.5443488901400311",2
0,21,0,"0.7654877693733249,0.7726949874270558,0.4348486890585168",1
