episode_id,timestep,agent_id,state,action
0,0,0,"0.5879707840705262,0.4124085571780436,0.7778142970926112",4
0,0,1,"0.36389251414825774,0.1968980679075477,0.35506214753367826",1
0,1,0,"0.30017959352235135,0.44366794189606895,0.7536777456528689",3
0,1,1,"0.18958271038974972,0.701234931224161,0.6149086215139195",4
0,2,0,"0.5658191846511105,0.22482864707594696,0.8341578245375887",0
0,2,1,"0.7854733388298606,0.04131414495751251,0.2958351421300742",1
0,3,0,"0.5204881231529167,0.5050732242625808,0.7011589972559654",2
0,3,1,"0.5200428692992589,0.3704131547044216,0.9647559627611757",4
0,4,0,"0.15132534160082578,0.09923753568909444,0.56209407452203",2
0,4,1,"0.09600653346297394,0.8996115375288559,0.3369874935490612",4
0,5,0,"0.983645845013212,0.9365488613653415,0.8418208424405804",1
0,5,1,"0.4256604001041058,0.09216927606962888,0.23815064536874586",4
0,6,0,"0.011916496407259669,0.971766404169561,0.17112302941852042",4
0,6,1,"0.2356214820236604,0.1511315499214292,0.688457303525426",3
0,7,0,"0.7841012532455255,0.24529546937208746,0.006119577528177711",2
0,7,1,"0.9239544961874164,0.4392783669142464,0.598634113973122",3
0,8,0,"0.4325199525164578,0.10091823347856332,0.5840965345747194",3
0,8,1,"0.6548594553210874,0.7408966867701983,0.7550172856158485",1
0,9,0,"0.5434905097490521,0.6321632915991637,0.23103355971505035",1
0,9,1,"0.17725885605683123,0.6248059852489286,0.738827547201421",0
0,10,0,"0.8623313102296714,0.3826848794306059,0.5868657732385723",1
0,10,1,"0.360052854018168,0.2786331012473243,0.7317602301104332",0
0,11,0,"0.7174487140811637,0.15309854320031635,0.2204931626875487",1
0,11,1,"0.2065942979546237,0.1665512431271542,0.5239541299398965",0
0,12,0,"0.7672689835809879,0.6865927419621171,0.8747168153251358",3
0,12,1,"0.5868192555742057,0.31681912792868927,0.7095418714198514",0
0,13,0,"0.8333957072850586,0.7522968315016791,0.528713684998503",1
0,13,1,"0.5786144675224512,0.6698839448727192,0.3736597923598083",1
0,14,0,"0.6662899594686829,0.49221475464069664,0.7006098990632316",4
0,14,1,"0.730095585040105,0.3446039569723043,0.03737897856525918",0
0,15,0,"0.7633539111345823,0.7722999466991644,0.07649548255133676",4
0,15,1,"0.6099639270737325,0.5339014542173222,0.4736524404560071",2
0,16,0,"0.42219359930482014,0.0035833242154752476,0.21676396496650563",1
0,16,1,"0.5298948582122499,0.10074007896301751,0.9769469666932865",4
0,17,0,"0.8098075456266949,0.6877951187923196,0.7182502410902543",3
0,17,1,"0.6257659251081367,0.27501312511469556,0.188927954649044",2
0,18,0,"0.03334621514737501,0.5027628161837425,0.37859232703089163",3
