episode_id,timestep,agent_id,state,action
0,0,0,"0.5004733035036102,0.13079290450002834,0.9634902958051745",1
0,0,1,"0.5207306454966346,0.4365641231582945,0.9413537020539122",0
0,1,0,"0.5267205635250355,0.32499477730063275,0.8743720726604741",1
0,1,1,"0.23964129975575932,0.6376223806695356,0.8757157582885355",3
0,2,0,"0.7453305635878719,0.6385096512901982,0.44078502866842206",0
0,2,1,"0.15092805087553463,0.4869192874976964,0.5449598274188467",2
0,3,0,"0.6199911496865538,0.46885692278762825,0.7321722149807502",1
0,3,1,"0.444178944039207,0.021597747636342923,0.49058039860757885",3
0,4,0,"0.9226734810485704,0.6863179569153578,0.3979387037348535",1
0,4,1,"0.8014454488377891,0.503763928544953,0.5464327556742027",1
0,5,0,"0.6149543287053678,0.31434960411037516,0.34008736944527884",1
0,5,1,"0.8004873363008104,0.2771644499455975,0.2680115468951929",4
0,6,0,"0.8940404779305041,0.4278767506448693,0.1107616540716797",4
0,6,1,"0.6719504372972296,0.4211991492216215,0.891335185185351",1
0,7,0,"0.20717172075479506,0.09276707355744285,0.9374445947552497",1
0,7,1,"0.800633467936083,0.7674831016300147,0.282294859330662",4
0,8,0,"0.19878518758362818,0.8972012501838101,0.9671381568682007",3
0,8,1,"0.5228602228552942,0.5202547945802346,0.48829766402206365",4
0,9,0,"0.03100650582248443,0.3716546440648769,0.14546612275708082",3
0,9,1,"0.8404890316707494,0.8398656945131003,0.34156648102466636",4
0,10,0,"0.693658723277438,0.5105015400765334,0.8568655281498662",2
0,10,1,"0.8460550333732517,0.25618766378050106,0.8140826782222677",4
0,11,0,"0.6044942521526827,0.7395509248643349,0.5613303297642999",2
0,11,1,"0.0062500095017461454,0.3991066975070674,0.8715118689996862",2
0,12,0,"0.39444087116760373,0.00474518123367762,0.3058053897102446",0
0,12,1,"0.5943090503464941,0.9869699731864136,0.22722829644374753",2
0,13,0,"0.27766385629075085,0.6785864653229415,0.9208362075819311",2
0,13,1,"0.4401029616044998,0.9325962339971748,0.7545571602340997",1
0,14,0,"0.0755126140385195,0.3121119315477967,0.27506875577119694",1
0,14,1,"0.45381511753603565,0.981561142731866,0.22824582063665377",2
0,15,0,"0.40592321512982577,0.20647020062544075,0.7526694943600658",3
0,15,1,"0.827075359153241,0.6826296998510867,0.8697846687207564",2
0,16,0,"0.4847718804148773,0.5214373929921277,0.2977582574493456",0
0,16,1,"0.39729244984642786,0.6094441834498558,0.6324239155433432",0
0,17,0,"0.2162383589199599,0.5558705066829109,0.9103832225039105",4
0,17,1,"0.9328371283055479,0.665468276137548,0.7717626806132628",2
0,18,0,"0.3966399510276909,0.747571311167448,0.536737097463535",2
0,18,1,"0.487955220223266,0.997368264826755,0.20192073995626691",3
0,19,0,"0.5336372019371519,0.21126576655431228,0.27862930501751726",4
0,19,1,"0.8856388913386105,0.40292465837151825,0.6538931860833257",2
0,20,0,"0.8469156293107954,0.47709698761945585,0.8089894705290894",3
0,20,1,"0.6048899259891576,0.7663832969557848,0.3369294807785559",2
0,21,0,"0.02151719972773125,0.7067323990589552,0.18283717507215325",0
0,21,1,"0.25278577117838397,0.3049478955452162,0.7548806463400456",3
0,22,0,"0.35657759138204714,0.5046786693069727,0.07945240648345664",4
0,22,1,"0.48669792272864165,0.06915224836007094,0.3873317305548216",4
0,23,0,"0.006439163639988421,0.23420371275841767,0.3060622654302698",4
0,23,1,"0.8176288406917788,0.6004402989362021,0.7027112067510267",4
0,24,0,"0.9257229139931075,0.2646835633930442,0.0956455133629025",4
0,24,1,"0.8804078269520038,0.5771337805039528,0.5407508907704247",0
0,25,0,"0.7484512010509846,0.22917520984545758,0.5818013976971095",0
0,25,1,"0.8982752500391188,0.5395017254999346,0.030698820059565146",0
0,26,0,"0.7654578083894827,0.2621379782618296,0.16342847366900337",4
0,26,1,"0.529530840092658,0.09494552222423669,0.15462508804643316",2
0,27,0,"0.866208410666683,0.8226108938338187,0.5200382272824347",3
0,27,1,"0.17262387607823182,0.07765352283549154,0.8031409033967365",0
0,28,0,"0.416093708024899,0.3258071330664365,0.8155363282314243",3
0,28,1,"0.6755200733019805,0.1696723850766786,0.5922078035008356",2
0,29,0,"0.4143737684640926,0.8664676963809145,0.6516026640619565",1
0,29,1,"0.5851032105291427,0.002688919226009001,0.6080649654755963",3
0,30,0,"0.4373528874052399,0.585956325838909,0.6641667049657289",0
0,30,1,"0.17115823039522815,0.9209085237025045,0.015897314486928327",0
0,31,0,"0.3069468843198855,0.5380182606414744,0.9957943309503866",4
0,31,1,"0.4481080692217676,0.8374446052095172,0.8955253659451019",2
0,32,0,"0.7797727330042329,0.008984066618472508,0.046567588124890924",0
0,32,1,"0.3314087115135069,0.10947493442521306,0.5414834911044706",2
0,33,0,"0.2306310313847474,0.10313052458450722,0.842841217711823",1
0,33,1,"0.7018739829234796,0.6749970160150129,0.8319980046552562",2
0,34,0,"0.8790530756791648,0.6866854774124203,0.39675316851904097",1
0,34,1,"0.5772220339896854,0.40652888028333534,0.12726480709919397",0
0,35,0,"0.6613557908680707,0.05812276389182569,0.8045075834867434",0
0,35,1,"0.5416018192557558,0.156413135232485,0.6782841622170136",2
0,36,0,"0.3590518839780349,0.5778269251926837,0.09140979703367647",1
0,36,1,"0.40623992156205235,0.3382636639230636,0.661476655093899",4
0,37,0,"0.25980837635719256,0.6777719711118046,0.3554699567622428",1
0,37,1,"0.6399532659219865,0.8826715176976679,0.23718971567998204",2
0,38,0,"0.9623008693179071,0.6234262283983624,0.5969706934696487",0
0,38,1,"0.3893184734495627,0.06686632550303961,0.9324901577111552",1
0,39,0,"0.21050972656069855,0.9915815717524712,0.5055485089705043",3
0,39,1,"0.4618185245412373,0.10453575425038286,0.6149713924996328",2
