episode_id,timestep,agent_id,state,action
0,0,0,"0.05061963649861967,0.0020488378061664925,0.30309473282901145",1
0,0,1,"0.767840708910096,0.18351347828601083,0.11662660488336973",3
0,1,0,"0.06660785369156674,0.6153859329366214,0.913385948530968",3
0,1,1,"0.8893359444333946,0.38229279510845227,0.4868534117072073",3
0,2,0,"0.3279010628707313,0.8279395178937989,0.5090654623798835",0
0,2,1,"0.6518966793033164,0.8356579575859082,0.6093941821924062",0
0,3,0,"0.06644076246367003,0.22018133266046735,0.30808426180485227",4
0,3,1,"0.641844959658283,0.28125570640294306,0.08974689874652064",1
0,4,0,"0.1999668785024702,0.4809996483790179,0.41215241184592744",1
0,4,1,"0.21425913963659704,0.5317483887476069,0.004988097729619501",3
0,5,0,"0.6150821573741866,0.02047822149470757,0.3207599029540511",0
0,5,1,"0.9886916226483055,0.29053692325465497,0.2107173303846338",1
0,6,0,"0.5088755814262382,0.0621585648447357,0.04031976465236986",3
0,6,1,"0.17754910447833183,0.12694302182496064,0.27418814347871645",0
0,7,0,"0.23309721655327564,0.7052965410368721,0.01768998763628149",1
0,7,1,"0.3696712315813474,0.683525736451577,0.3903707501519932",4
0,8,0,"0.02579361161782756,0.8383559621730595,0.3448972043644821",2
0,8,1,"0.07234058018390832,0.4545819886921141,0.05996041007701103",4
0,9,0,"0.7409293890428151,0.17144017114766685,0.39537455382029796",4
0,9,1,"0.11051952150949163,0.7683977090754913,0.41129901925859613",4
0,10,0,"0.088517852006887,0.4836029233838308,0.41819687190236543",4
0,10,1,"0.06383300733035924,0.6549952636317482,0.029037315594166113",1
0,11,0,"0.17038511682217528,0.29826714339221905,0.7285332823848919",0
0,11,1,"0.6384022800231838,0.8847871104028854,0.5910102327561574",4
0,12,0,"0.9957767222083379,0.1807899592239589,0.41642182615271617",4
0,12,1,"0.6083458894584088,0.8029318494491235,0.8608273260419095",0
0,13,0,"0.4409846064511207,0.6238290169269441,0.834858397647983",3
0,13,1,"0.9001915536406297,0.5085079776938917,0.3958480360367771",2
0,14,0,"0.8609918047375735,0.5845215828339066,0.15935912843826627",1
0,14,1,"0.26273241296778105,0.4345996958182947,0.1843973915183451",1
0,15,0,"0.5915152431898462,0.2609423077294626,0.33983728349087095",3
0,15,1,"0.8376043087821573,0.3774141038933321,0.22452820337156032",2
0,16,0,"0.4678072237674836,0.566563034050668,0.2423267051561402",3
0,16,1,"0.24185557160643156,0.4105166141483748,0.47321289349306683",1
0,17,0,"0.6786998810385724,0.6242614679353078,0.21276231867545603",1
0,17,1,"0.8295455521385083,0.7936465742274462,0.32370330746185494",0
0,18,0,"0.6867252294639495,0.5775972691067017,0.921498027500943",3
0,18,1,"0.09642301691546551,0.1317922177916543,0.7468248762551506",0
0,19,0,"0.08160599788123812,0.4726294500888981,0.5414722073034601",1
0,19,1,"0.5494501220121603,0.614492589708455,0.32827382679358696",2
0,20,0,"0.34408676313967246,0.2795586738546336,0.9325647133810631",2
0,20,1,"0.3089518611447116,0.23155777292912938,0.8983408329702626",4
0,21,0,"0.479946608386302,0.9336387908620543,0.9609032859733363",0
0,21,1,"0.05005489189393819,0.6698400166445477,0.18230252030697824",3
0,22,0,"0.6948753517906896,0.15998101014228017,0.8248262532713421",0
0,22,1,"0.06089108899186124,0.8302989469813182,0.8449306946332903",1
0,23,0,"0.698311941917535,0.3415061539865465,0.8957671860474632",1
0,23,1,"0.8485979876744769,0.8069983238019366,0.498559832697261",3
0,24,0,"0.9816774770031849,0.41418269184541856,0.83220814425181",4
0,24,1,"0.8366454113621392,0.7720217996309102,0.0926067898058982",2
0,25,0,"0.7191844216448259,0.4346769827259187,0.3505025663854656",0
0,25,1,"0.34355852996456493,0.6185184854719273,0.3733187801341723",0
0,26,0,"0.36513820624117,0.9188763710320224,0.3368750890241131",0
0,26,1,"0.6692750810611842,0.3575315964892777,0.4498312647443776",2
