episode_id,timestep,agent_id,state,action
0,0,0,"0.527513601420204,0.24583871922822076,0.7941366272227145",1
0,0,1,"0.6766727835299117,0.08375418634423448,0.383266734379457",2
0,1,0,"0.6877125305526478,0.8999998323722735,0.14380772372237893",2
0,1,1,"0.502640869920663,0.038506575534765775,0.22828464422400574",0
0,2,0,"0.06718711827193247,0.6992789437190604,0.5805236726396477",2
0,2,1,"0.39460134714074935,0.651254361244833,0.3008660072941046",3
0,3,0,"0.09263664266120286,0.18544706164243752,0.17418666229550817",3
0,3,1,"0.10687692912714997,0.7969223063343303,0.5040952350492981",2
0,4,0,"0.04648469040325631,0.019374962047708166,0.9884630903180701",0
0,4,1,"0.40911600256641234,0.4092009416725244,0.05297647093568969",0
0,5,0,"0.5678952913318844,0.9780687244870228,0.9368191549435876",4
0,5,1,"0.9949818557781807,0.6390293442437095,0.4134957783433745",4
0,6,0,"0.21556607957503726,0.10913613182250859,0.5876824946943757",0
0,6,1,"0.09802167611017765,0.4383302665030351,0.19684301834014895",4
0,7,0,"0.2946272463913585,0.7228410116264715,0.06640221067987995",1
0,7,1,"0.24813747819518428,0.7067702320666284,0.20610899432805607",1
0,8,0,"0.8065559269292678,0.15313619155770564,0.5908863933607484",1
0,8,1,"0.9193569845319447,0.5240466122498698,0.4721373822962722",3
0,9,0,"0.3915119420956379,0.22021546387252988,0.7690763407403288",0
0,9,1,"0.7991436376540068,0.5697105729231787,0.5107454849892893",4
0,10,0,"0.6258960160179448,0.7120641029560368,0.8566612714941887",1
0,10,1,"0.5089531441714871,0.48991606406332544,0.19855076852187858",2
0,11,0,"0.6546720852898695,0.14607703100081593,0.6276138331350922",3
0,11,1,"0.7034926773218411,0.462375247869911,0.621500449378595",2
0,12,0,"0.5529858338254813,0.9241467360784604,0.877965797228375",0
0,12,1,"0.9130926438656697,0.28755325600303083,0.859981314606365",0
0,13,0,"0.5807745192081032,0.9499465958574526,0.06525288695203535",1
0,13,1,"0.38587119751305565,0.8920337548424384,0.5349645349794614",0
0,14,0,"0.937412861195563,0.2744026837761342,0.42605655567743117",4
0,14,1,"0.30407628275943055,0.6584989495907627,0.13436722763133746",3
0,15,0,"0.21590085959420835,0.06314236071385382,0.6893239654150999",3
0,15,1,"0.8823488970681713,0.17841167966881666,0.12517773852785985",0
0,16,0,"0.10711056653944562,0.13405964761757283,0.2327556486815312",1
0,16,1,"0.3820715297934699,0.32671416184756463,0.7904389229250126",3
0,17,0,"0.8456964506122975,0.6706957608631376,0.7844568580282838",0
0,17,1,"0.03312570875942056,0.04392387978997847,0.05316599423960766",3
0,18,0,"0.6952386817602692,0.7642648048046076,0.18233862402847778",1
0,18,1,"0.610548117751291,0.5813532627909114,0.7815345559030297",0
0,19,0,"0.7016569554916542,0.6930404125513694,0.6952154824272276",2
0,19,1,"0.12077256701888639,0.7560906824873715,0.5198762376809393",3
0,20,0,"0.2452308924112363,0.15045357066119125,0.6468368039828843",3
0,20,1,"0.914929913526455,0.6004297970164387,0.6699170514579222",2
0,21,0,"0.5730034951295062,0.8189688766121023,0.6861771566535031",1
0,21,1,"0.3418466792965883,0.7873788870287411,0.6761804630275718",0
0,22,0,"0.557749527899259,0.05532131779361993,0.8580147719731082",4
0,22,1,"0.14098379289942453,0.601368672686804,0.2891071172770301",3
0,23,0,"0.8720381252420873,0.19793425910087592,0.8656264786989246",4
0,23,1,"0.40154845700508046,0.7405383769380316,0.2012425654547233",3
0,24,0,"0.5306021229718257,0.47212616304288635,0.7290904438219009",0
0,24,1,"0.6562719124892762,0.9600654321600661,0.9321194299697866",3
0,25,0,"0.12549998504199666,0.32290104480587367,0.7988029578954666",1
0,25,1,"0.9463410844730262,0.6676448962855012,0.021194097112898658",1
0,26,0,"0.6602605755581358,0.6980161798253556,0.1654054000158165",3
0,26,1,"0.8043522349519829,0.4476908733496707,0.7978711771375064",1
0,27,0,"0.0625217416211693,0.5319484133280873,0.1683635592065802",1
0,27,1,"0.023039283884541906,0.9834664967326726,0.7872626230104234",2
0,28,0,"0.7277192866213088,0.890114852013492,0.0344624311695525",1
0,28,1,"0.5953125822294965,0.01728163571778618,0.47201449676175966",1
0,29,0,"0.6789670531683395,0.9015480285708675,0.7560277477829949",1
0,29,1,"0.08873754093051656,0.8119310230105024,0.41720038162333606",2
0,30,0,"0.01681940629479406,0.7856420134867944,0.7947215247846915",2
0,30,1,"0.7539555980579703,0.26441040090359247,0.5588287318050288",2
0,31,0,"0.025386081504059077,0.5766992403424558,0.3957145693655594",4
0,31,1,"0.3318973729190666,0.673254122823508,0.7304405526110574",2
0,32,0,"0.5557002251294211,0.23826243600563257,0.659139371073927",4
0,32,1,"0.22395649917588967,0.09337162158456314,0.9104362073412198",0
0,33,0,"0.36774839930995884,0.3827186895254392,0.09008437865785235",2
0,33,1,"0.49917869329340436,0.593094674335727,0.272432458217405",3
0,34,0,"0.5752087504305484,0.7561516769729884,0.13792281790871797",3
0,34,1,"0.5192615646355945,0.8636358458052212,0.19239690921148633",1
0,35,0,"0.211404491541904,0.9921070214407096,0.2855696593774194",1
0,35,1,"0.5834620329417122,0.3001073076699289,0.05793554225584108",0
0,36,0,"0.6432464452278817,0.025484335217577203,0.8920624583979825",4
0,36,1,"0.7072079036737579,0.7751826811140785,0.8195335509482815",0
0,37,0,"0.1807966392010143,0.6612637887198917,0.5366714230369851",3
0,37,1,"0.7124340795488385,0.7946082722383228,0.22886832204947627",4
0,38,0,"0.28935546358329023,0.40167378057910763,0.7683632716032779",1
0,38,1,"0.859080767613368,0.7984967842868338,0.64220031112587",2
0,39,0,"0.4213147339355122,0.0572635768646943,0.6659393979927981",2
0,39,1,"0.8363387804765051,0.38153092637816477,0.9626684536670536",3
0,40,0,"0.22753845721759025,0.732545922289118,0.6049965170595762",2
0,40,1,"0.616988395877184,0.38529068916647713,0.4696736788175072",2
0,41,0,"0.750313719602764,0.790816403353089,0.4975246172451626",0
0,41,1,"0.3189705358865096,0.14878327190267449,0.3368539749350187",4
0,42,0,"0.7838227779465844,0.12837619506675058,0.32563861015357776",4
